HSCode,Commodity,value,country,year
26,"ORES, SLAG AND ASH.",2.71,PAKISTAN IR,2011
30,PHARMACEUTICAL PRODUCTS,21.46,PAKISTAN IR,2011
52,COTTON.,87.12,PAKISTAN IR,2011
73,ARTICLES OF IRON OR STEEL,25.14,PAKISTAN IR,2011
30,PHARMACEUTICAL PRODUCTS,0.02,PALAU,2011
52,COTTON.,0.06,PANAMA C Z,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0,PANAMA REPUBLIC,2011
30,PHARMACEUTICAL PRODUCTS,11.93,PANAMA REPUBLIC,2011
52,COTTON.,1.08,PANAMA REPUBLIC,2011
73,ARTICLES OF IRON OR STEEL,4.02,PANAMA REPUBLIC,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,PAPUA N GNA,2011
30,PHARMACEUTICAL PRODUCTS,5.84,PAPUA N GNA,2011
52,COTTON.,0.23,PAPUA N GNA,2011
73,ARTICLES OF IRON OR STEEL,2.87,PAPUA N GNA,2011
30,PHARMACEUTICAL PRODUCTS,2.34,PARAGUAY,2011
52,COTTON.,0.7,PARAGUAY,2011
73,ARTICLES OF IRON OR STEEL,0.65,PARAGUAY,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.03,PERU,2011
30,PHARMACEUTICAL PRODUCTS,23.25,PERU,2011
52,COTTON.,107.02,PERU,2011
73,ARTICLES OF IRON OR STEEL,20.04,PERU,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.12,PHILIPPINES,2011
26,"ORES, SLAG AND ASH.",7.14,PHILIPPINES,2011
30,PHARMACEUTICAL PRODUCTS,84.96,PHILIPPINES,2011
52,COTTON.,20.96,PHILIPPINES,2011
73,ARTICLES OF IRON OR STEEL,21.28,PHILIPPINES,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.08,POLAND,2011
26,"ORES, SLAG AND ASH.",11.55,POLAND,2011
30,PHARMACEUTICAL PRODUCTS,15.6,POLAND,2011
52,COTTON.,44.63,POLAND,2011
73,ARTICLES OF IRON OR STEEL,26.38,POLAND,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.03,PORTUGAL,2011
30,PHARMACEUTICAL PRODUCTS,11.99,PORTUGAL,2011
52,COTTON.,113.9,PORTUGAL,2011
73,ARTICLES OF IRON OR STEEL,7.98,PORTUGAL,2011
30,PHARMACEUTICAL PRODUCTS,17.53,PUERTO RICO,2011
73,ARTICLES OF IRON OR STEEL,1.54,PUERTO RICO,2011
17,SUGARS AND SUGAR CONFECTIONERY.,1.85,QATAR,2011
26,"ORES, SLAG AND ASH.",4.24,QATAR,2011
30,PHARMACEUTICAL PRODUCTS,0.76,QATAR,2011
52,COTTON.,1.25,QATAR,2011
73,ARTICLES OF IRON OR STEEL,57.16,QATAR,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0,REUNION,2011
26,"ORES, SLAG AND ASH.",0,REUNION,2011
30,PHARMACEUTICAL PRODUCTS,0,REUNION,2011
52,COTTON.,0.17,REUNION,2011
73,ARTICLES OF IRON OR STEEL,4.06,REUNION,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.74,ROMANIA,2011
30,PHARMACEUTICAL PRODUCTS,18.89,ROMANIA,2011
52,COTTON.,4.1,ROMANIA,2011
73,ARTICLES OF IRON OR STEEL,10.9,ROMANIA,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.25,RUSSIA,2011
26,"ORES, SLAG AND ASH.",4.46,RUSSIA,2011
30,PHARMACEUTICAL PRODUCTS,401.1,RUSSIA,2011
52,COTTON.,4.47,RUSSIA,2011
73,ARTICLES OF IRON OR STEEL,18.6,RUSSIA,2011
30,PHARMACEUTICAL PRODUCTS,12.71,RWANDA,2011
52,COTTON.,0.03,RWANDA,2011
73,ARTICLES OF IRON OR STEEL,3.67,RWANDA,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0,SAMOA,2011
30,PHARMACEUTICAL PRODUCTS,0.24,SAMOA,2011
52,COTTON.,0,SAMOA,2011
73,ARTICLES OF IRON OR STEEL,0,SAMOA,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,SAO TOME,2011
30,PHARMACEUTICAL PRODUCTS,0.01,SAO TOME,2011
17,SUGARS AND SUGAR CONFECTIONERY.,53.21,SAUDI ARAB,2011
26,"ORES, SLAG AND ASH.",7.03,SAUDI ARAB,2011
30,PHARMACEUTICAL PRODUCTS,3.78,SAUDI ARAB,2011
52,COTTON.,35.52,SAUDI ARAB,2011
73,ARTICLES OF IRON OR STEEL,211.36,SAUDI ARAB,2011
17,SUGARS AND SUGAR CONFECTIONERY.,4.98,SENEGAL,2011
30,PHARMACEUTICAL PRODUCTS,9.1,SENEGAL,2011
52,COTTON.,53.67,SENEGAL,2011
73,ARTICLES OF IRON OR STEEL,10.6,SENEGAL,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.45,SEYCHELLES,2011
30,PHARMACEUTICAL PRODUCTS,1.41,SEYCHELLES,2011
52,COTTON.,0.1,SEYCHELLES,2011
73,ARTICLES OF IRON OR STEEL,3.77,SEYCHELLES,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.85,SIERRA LEONE,2011
26,"ORES, SLAG AND ASH.",0,SIERRA LEONE,2011
30,PHARMACEUTICAL PRODUCTS,11.37,SIERRA LEONE,2011
73,ARTICLES OF IRON OR STEEL,9.99,SIERRA LEONE,2011
17,SUGARS AND SUGAR CONFECTIONERY.,5.5,SINGAPORE,2011
26,"ORES, SLAG AND ASH.",4.18,SINGAPORE,2011
30,PHARMACEUTICAL PRODUCTS,48.05,SINGAPORE,2011
52,COTTON.,10.21,SINGAPORE,2011
73,ARTICLES OF IRON OR STEEL,89.13,SINGAPORE,2011
30,PHARMACEUTICAL PRODUCTS,10.24,SLOVAK REP,2011
52,COTTON.,0.23,SLOVAK REP,2011
73,ARTICLES OF IRON OR STEEL,1.21,SLOVAK REP,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0,SLOVENIA,2011
26,"ORES, SLAG AND ASH.",1.97,SLOVENIA,2011
30,PHARMACEUTICAL PRODUCTS,17.17,SLOVENIA,2011
52,COTTON.,4.55,SLOVENIA,2011
73,ARTICLES OF IRON OR STEEL,2.19,SLOVENIA,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.04,SOLOMON IS,2011
30,PHARMACEUTICAL PRODUCTS,0.33,SOLOMON IS,2011
17,SUGARS AND SUGAR CONFECTIONERY.,84.41,SOMALIA,2011
30,PHARMACEUTICAL PRODUCTS,4.55,SOMALIA,2011
73,ARTICLES OF IRON OR STEEL,1.2,SOMALIA,2011
17,SUGARS AND SUGAR CONFECTIONERY.,3.75,SOUTH AFRICA,2011
26,"ORES, SLAG AND ASH.",0.12,SOUTH AFRICA,2011
30,PHARMACEUTICAL PRODUCTS,304.45,SOUTH AFRICA,2011
52,COTTON.,18.82,SOUTH AFRICA,2011
73,ARTICLES OF IRON OR STEEL,113.96,SOUTH AFRICA,2011
17,SUGARS AND SUGAR CONFECTIONERY.,5.99,SPAIN,2011
26,"ORES, SLAG AND ASH.",0.29,SPAIN,2011
30,PHARMACEUTICAL PRODUCTS,50.2,SPAIN,2011
52,COTTON.,52.27,SPAIN,2011
73,ARTICLES OF IRON OR STEEL,86.73,SPAIN,2011
17,SUGARS AND SUGAR CONFECTIONERY.,302.36,SRI LANKA DSR,2011
26,"ORES, SLAG AND ASH.",0.39,SRI LANKA DSR,2011
30,PHARMACEUTICAL PRODUCTS,133.78,SRI LANKA DSR,2011
52,COTTON.,238.33,SRI LANKA DSR,2011
73,ARTICLES OF IRON OR STEEL,103.8,SRI LANKA DSR,2011
30,PHARMACEUTICAL PRODUCTS,0.05,ST KITT N A,2011
52,COTTON.,0.08,ST KITT N A,2011
73,ARTICLES OF IRON OR STEEL,0.03,ST KITT N A,2011
30,PHARMACEUTICAL PRODUCTS,0.37,ST LUCIA,2011
30,PHARMACEUTICAL PRODUCTS,0.24,ST VINCENT,2011
52,COTTON.,0.02,ST VINCENT,2011
73,ARTICLES OF IRON OR STEEL,0.1,ST VINCENT,2011
17,SUGARS AND SUGAR CONFECTIONERY.,156.75,SUDAN,2011
26,"ORES, SLAG AND ASH.",0.02,SUDAN,2011
30,PHARMACEUTICAL PRODUCTS,41.23,SUDAN,2011
52,COTTON.,22.81,SUDAN,2011
73,ARTICLES OF IRON OR STEEL,46.67,SUDAN,2011
30,PHARMACEUTICAL PRODUCTS,0.75,SURINAME,2011
52,COTTON.,0.17,SURINAME,2011
73,ARTICLES OF IRON OR STEEL,0.46,SURINAME,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.03,SWAZILAND,2011
30,PHARMACEUTICAL PRODUCTS,8.52,SWAZILAND,2011
52,COTTON.,1.64,SWAZILAND,2011
73,ARTICLES OF IRON OR STEEL,0.09,SWAZILAND,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0,SWEDEN,2011
30,PHARMACEUTICAL PRODUCTS,8.25,SWEDEN,2011
52,COTTON.,4.08,SWEDEN,2011
73,ARTICLES OF IRON OR STEEL,69.92,SWEDEN,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.03,SWITZERLAND,2011
30,PHARMACEUTICAL PRODUCTS,12.17,SWITZERLAND,2011
52,COTTON.,3.45,SWITZERLAND,2011
73,ARTICLES OF IRON OR STEEL,4.75,SWITZERLAND,2011
17,SUGARS AND SUGAR CONFECTIONERY.,27.3,SYRIA,2011
26,"ORES, SLAG AND ASH.",0.03,SYRIA,2011
30,PHARMACEUTICAL PRODUCTS,11.32,SYRIA,2011
52,COTTON.,0.75,SYRIA,2011
73,ARTICLES OF IRON OR STEEL,7.43,SYRIA,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.58,TAIWAN,2011
26,"ORES, SLAG AND ASH.",1.6,TAIWAN,2011
30,PHARMACEUTICAL PRODUCTS,4.86,TAIWAN,2011
52,COTTON.,100.65,TAIWAN,2011
73,ARTICLES OF IRON OR STEEL,5.71,TAIWAN,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.05,TAJIKISTAN,2011
30,PHARMACEUTICAL PRODUCTS,8.14,TAJIKISTAN,2011
73,ARTICLES OF IRON OR STEEL,0.04,TAJIKISTAN,2011
17,SUGARS AND SUGAR CONFECTIONERY.,56.81,TANZANIA REP,2011
26,"ORES, SLAG AND ASH.",0.04,TANZANIA REP,2011
30,PHARMACEUTICAL PRODUCTS,79.52,TANZANIA REP,2011
52,COTTON.,12.82,TANZANIA REP,2011
73,ARTICLES OF IRON OR STEEL,27.53,TANZANIA REP,2011
17,SUGARS AND SUGAR CONFECTIONERY.,2.05,THAILAND,2011
26,"ORES, SLAG AND ASH.",0.22,THAILAND,2011
30,PHARMACEUTICAL PRODUCTS,68.64,THAILAND,2011
52,COTTON.,79.35,THAILAND,2011
73,ARTICLES OF IRON OR STEEL,39.32,THAILAND,2011
30,PHARMACEUTICAL PRODUCTS,1.84,TIMOR LESTE,2011
73,ARTICLES OF IRON OR STEEL,0.03,TIMOR LESTE,2011
17,SUGARS AND SUGAR CONFECTIONERY.,7.41,TOGO,2011
30,PHARMACEUTICAL PRODUCTS,18.07,TOGO,2011
52,COTTON.,87.68,TOGO,2011
73,ARTICLES OF IRON OR STEEL,6.82,TOGO,2011
73,ARTICLES OF IRON OR STEEL,0.03,TOKELAU IS,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.05,TONGA,2011
30,PHARMACEUTICAL PRODUCTS,0.06,TONGA,2011
52,COTTON.,0.11,TONGA,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.14,TRINIDAD,2011
30,PHARMACEUTICAL PRODUCTS,7.55,TRINIDAD,2011
52,COTTON.,0.38,TRINIDAD,2011
73,ARTICLES OF IRON OR STEEL,4.38,TRINIDAD,2011
17,SUGARS AND SUGAR CONFECTIONERY.,17.18,TUNISIA,2011
30,PHARMACEUTICAL PRODUCTS,3.08,TUNISIA,2011
52,COTTON.,33.06,TUNISIA,2011
73,ARTICLES OF IRON OR STEEL,5.45,TUNISIA,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.37,TURKEY,2011
26,"ORES, SLAG AND ASH.",0.27,TURKEY,2011
30,PHARMACEUTICAL PRODUCTS,12.53,TURKEY,2011
52,COTTON.,97.59,TURKEY,2011
73,ARTICLES OF IRON OR STEEL,29.02,TURKEY,2011
17,SUGARS AND SUGAR CONFECTIONERY.,1.07,TURKMENISTAN,2011
30,PHARMACEUTICAL PRODUCTS,11.35,TURKMENISTAN,2011
73,ARTICLES OF IRON OR STEEL,0.4,TURKMENISTAN,2011
30,PHARMACEUTICAL PRODUCTS,0.06,TURKS C IS,2011
73,ARTICLES OF IRON OR STEEL,0,TURKS C IS,2011
30,PHARMACEUTICAL PRODUCTS,0,TUVALU,2011
17,SUGARS AND SUGAR CONFECTIONERY.,233.2,U ARAB EMTS,2011
26,"ORES, SLAG AND ASH.",8.21,U ARAB EMTS,2011
30,PHARMACEUTICAL PRODUCTS,44.95,U ARAB EMTS,2011
52,COTTON.,116.92,U ARAB EMTS,2011
73,ARTICLES OF IRON OR STEEL,461.52,U ARAB EMTS,2011
17,SUGARS AND SUGAR CONFECTIONERY.,3,U K,2011
26,"ORES, SLAG AND ASH.",1.36,U K,2011
30,PHARMACEUTICAL PRODUCTS,354.51,U K,2011
52,COTTON.,42.96,U K,2011
73,ARTICLES OF IRON OR STEEL,323.31,U K,2011
17,SUGARS AND SUGAR CONFECTIONERY.,16.75,U S A,2011
26,"ORES, SLAG AND ASH.",1.9,U S A,2011
30,PHARMACEUTICAL PRODUCTS,2533.21,U S A,2011
52,COTTON.,112.74,U S A,2011
73,ARTICLES OF IRON OR STEEL,1634.04,U S A,2011
17,SUGARS AND SUGAR CONFECTIONERY.,4.53,UGANDA,2011
26,"ORES, SLAG AND ASH.",0,UGANDA,2011
30,PHARMACEUTICAL PRODUCTS,105.34,UGANDA,2011
52,COTTON.,0.77,UGANDA,2011
73,ARTICLES OF IRON OR STEEL,13.86,UGANDA,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.03,UKRAINE,2011
26,"ORES, SLAG AND ASH.",1.17,UKRAINE,2011
30,PHARMACEUTICAL PRODUCTS,135.6,UKRAINE,2011
52,COTTON.,3.56,UKRAINE,2011
73,ARTICLES OF IRON OR STEEL,7.68,UKRAINE,2011
30,PHARMACEUTICAL PRODUCTS,4.11,UNION OF SERBIA & MONTENEGRO,2011
52,COTTON.,1.32,UNION OF SERBIA & MONTENEGRO,2011
73,ARTICLES OF IRON OR STEEL,0.17,UNION OF SERBIA & MONTENEGRO,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.34,UNSPECIFIED,2011
26,"ORES, SLAG AND ASH.",1.48,UNSPECIFIED,2011
30,PHARMACEUTICAL PRODUCTS,25.28,UNSPECIFIED,2011
52,COTTON.,1.88,UNSPECIFIED,2011
73,ARTICLES OF IRON OR STEEL,7.26,UNSPECIFIED,2011
30,PHARMACEUTICAL PRODUCTS,3.39,URUGUAY,2011
52,COTTON.,1.91,URUGUAY,2011
73,ARTICLES OF IRON OR STEEL,2.65,URUGUAY,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.05,UZBEKISTAN,2011
30,PHARMACEUTICAL PRODUCTS,39.3,UZBEKISTAN,2011
52,COTTON.,0.01,UZBEKISTAN,2011
73,ARTICLES OF IRON OR STEEL,0.74,UZBEKISTAN,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.04,VANUATU REP,2011
30,PHARMACEUTICAL PRODUCTS,1.84,VANUATU REP,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,VENEZUELA,2011
30,PHARMACEUTICAL PRODUCTS,59.16,VENEZUELA,2011
52,COTTON.,37.59,VENEZUELA,2011
73,ARTICLES OF IRON OR STEEL,2.52,VENEZUELA,2011
17,SUGARS AND SUGAR CONFECTIONERY.,3.87,VIETNAM SOC REP,2011
30,PHARMACEUTICAL PRODUCTS,126,VIETNAM SOC REP,2011
52,COTTON.,129.07,VIETNAM SOC REP,2011
73,ARTICLES OF IRON OR STEEL,14.31,VIETNAM SOC REP,2011
73,ARTICLES OF IRON OR STEEL,0,VIRGIN IS US,2011
52,COTTON.,0.01,WALLIS F IS,2011
17,SUGARS AND SUGAR CONFECTIONERY.,158.64,YEMEN REPUBLC,2011
26,"ORES, SLAG AND ASH.",0.04,YEMEN REPUBLC,2011
30,PHARMACEUTICAL PRODUCTS,21.82,YEMEN REPUBLC,2011
52,COTTON.,6.38,YEMEN REPUBLC,2011
73,ARTICLES OF IRON OR STEEL,5.45,YEMEN REPUBLC,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.28,ZAMBIA,2011
30,PHARMACEUTICAL PRODUCTS,55.44,ZAMBIA,2011
52,COTTON.,0.52,ZAMBIA,2011
73,ARTICLES OF IRON OR STEEL,16.1,ZAMBIA,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0,ZIMBABWE,2011
30,PHARMACEUTICAL PRODUCTS,36.01,ZIMBABWE,2011
52,COTTON.,0.25,ZIMBABWE,2011
73,ARTICLES OF IRON OR STEEL,0.74,ZIMBABWE,2011
17,SUGARS AND SUGAR CONFECTIONERY.,0.58,AFGHANISTAN TIS,2010
30,PHARMACEUTICAL PRODUCTS,37.5,AFGHANISTAN TIS,2010
52,COTTON.,2.66,AFGHANISTAN TIS,2010
73,ARTICLES OF IRON OR STEEL,11.71,AFGHANISTAN TIS,2010
30,PHARMACEUTICAL PRODUCTS,0.13,ALBANIA,2010
73,ARTICLES OF IRON OR STEEL,0.08,ALBANIA,2010
17,SUGARS AND SUGAR CONFECTIONERY.,6.12,ALGERIA,2010
30,PHARMACEUTICAL PRODUCTS,25.93,ALGERIA,2010
52,COTTON.,1.39,ALGERIA,2010
73,ARTICLES OF IRON OR STEEL,65.22,ALGERIA,2010
52,COTTON.,0.01,AMERI SAMOA,2010
17,SUGARS AND SUGAR CONFECTIONERY.,3.68,ANGOLA,2010
26,"ORES, SLAG AND ASH.",0,ANGOLA,2010
30,PHARMACEUTICAL PRODUCTS,29.68,ANGOLA,2010
52,COTTON.,8.29,ANGOLA,2010
73,ARTICLES OF IRON OR STEEL,7.98,ANGOLA,2010
30,PHARMACEUTICAL PRODUCTS,0.01,ANGUILLA,2010
73,ARTICLES OF IRON OR STEEL,0,ANGUILLA,2010
30,PHARMACEUTICAL PRODUCTS,0.23,ANTIGUA,2010
52,COTTON.,0.01,ANTIGUA,2010
30,PHARMACEUTICAL PRODUCTS,3.74,ARGENTINA,2010
52,COTTON.,10.26,ARGENTINA,2010
73,ARTICLES OF IRON OR STEEL,6.61,ARGENTINA,2010
30,PHARMACEUTICAL PRODUCTS,0.56,ARMENIA,2010
52,COTTON.,0.01,ARMENIA,2010
73,ARTICLES OF IRON OR STEEL,0.07,ARMENIA,2010
30,PHARMACEUTICAL PRODUCTS,0.01,ARUBA,2010
73,ARTICLES OF IRON OR STEEL,0.01,ARUBA,2010
17,SUGARS AND SUGAR CONFECTIONERY.,0.9,AUSTRALIA,2010
26,"ORES, SLAG AND ASH.",0.59,AUSTRALIA,2010
30,PHARMACEUTICAL PRODUCTS,84.96,AUSTRALIA,2010
52,COTTON.,9.48,AUSTRALIA,2010
73,ARTICLES OF IRON OR STEEL,61.32,AUSTRALIA,2010
17,SUGARS AND SUGAR CONFECTIONERY.,0,AUSTRIA,2010
26,"ORES, SLAG AND ASH.",0,AUSTRIA,2010
30,PHARMACEUTICAL PRODUCTS,15.12,AUSTRIA,2010
52,COTTON.,2.74,AUSTRIA,2010
73,ARTICLES OF IRON OR STEEL,9.63,AUSTRIA,2010
26,"ORES, SLAG AND ASH.",0,AZERBAIJAN,2010
30,PHARMACEUTICAL PRODUCTS,6.9,AZERBAIJAN,2010
52,COTTON.,0,AZERBAIJAN,2010
73,ARTICLES OF IRON OR STEEL,0.24,AZERBAIJAN,2010
30,PHARMACEUTICAL PRODUCTS,0.81,BAHAMAS,2010
52,COTTON.,0.02,BAHAMAS,2010
17,SUGARS AND SUGAR CONFECTIONERY.,4.61,BAHARAIN IS,2010
26,"ORES, SLAG AND ASH.",1.56,BAHARAIN IS,2010
30,PHARMACEUTICAL PRODUCTS,1.18,BAHARAIN IS,2010
52,COTTON.,8.32,BAHARAIN IS,2010
73,ARTICLES OF IRON OR STEEL,18.29,BAHARAIN IS,2010
17,SUGARS AND SUGAR CONFECTIONERY.,70.57,BANGLADESH PR,2010
26,"ORES, SLAG AND ASH.",10.21,BANGLADESH PR,2010
30,PHARMACEUTICAL PRODUCTS,28.69,BANGLADESH PR,2010
52,COTTON.,1081.39,BANGLADESH PR,2010
73,ARTICLES OF IRON OR STEEL,38.14,BANGLADESH PR,2010
30,PHARMACEUTICAL PRODUCTS,1.73,BARBADOS,2010
52,COTTON.,0.01,BARBADOS,2010
73,ARTICLES OF IRON OR STEEL,0.09,BARBADOS,2010
30,PHARMACEUTICAL PRODUCTS,12.98,BELARUS,2010
52,COTTON.,1.12,BELARUS,2010
73,ARTICLES OF IRON OR STEEL,0.04,BELARUS,2010
17,SUGARS AND SUGAR CONFECTIONERY.,1.51,BELGIUM,2010
26,"ORES, SLAG AND ASH.",1.22,BELGIUM,2010
30,PHARMACEUTICAL PRODUCTS,58.46,BELGIUM,2010
52,COTTON.,41.51,BELGIUM,2010
73,ARTICLES OF IRON OR STEEL,106.53,BELGIUM,2010
30,PHARMACEUTICAL PRODUCTS,0.39,BELIZE,2010
73,ARTICLES OF IRON OR STEEL,0,BELIZE,2010
17,SUGARS AND SUGAR CONFECTIONERY.,5.29,BENIN,2010
30,PHARMACEUTICAL PRODUCTS,45.79,BENIN,2010
52,COTTON.,31.1,BENIN,2010
73,ARTICLES OF IRON OR STEEL,67.15,BENIN,2010
73,ARTICLES OF IRON OR STEEL,0,BERMUDA,2010
17,SUGARS AND SUGAR CONFECTIONERY.,1.62,BHUTAN,2010
26,"ORES, SLAG AND ASH.",8.02,BHUTAN,2010
30,PHARMACEUTICAL PRODUCTS,0.38,BHUTAN,2010
73,ARTICLES OF IRON OR STEEL,8.25,BHUTAN,2010
30,PHARMACEUTICAL PRODUCTS,3.86,BOLIVIA,2010
52,COTTON.,0,BOLIVIA,2010
73,ARTICLES OF IRON OR STEEL,0.05,BOLIVIA,2010
30,PHARMACEUTICAL PRODUCTS,0.36,BOSNIA-HRZGOVIN,2010
52,COTTON.,0.07,BOSNIA-HRZGOVIN,2010
73,ARTICLES OF IRON OR STEEL,0.04,BOSNIA-HRZGOVIN,2010
26,"ORES, SLAG AND ASH.",0,BOTSWANA,2010
30,PHARMACEUTICAL PRODUCTS,18.85,BOTSWANA,2010
52,COTTON.,0.09,BOTSWANA,2010
73,ARTICLES OF IRON OR STEEL,0.87,BOTSWANA,2010
30,PHARMACEUTICAL PRODUCTS,0.06,BR VIRGN IS,2010
17,SUGARS AND SUGAR CONFECTIONERY.,9.78,BRAZIL,2010
26,"ORES, SLAG AND ASH.",0.15,BRAZIL,2010
30,PHARMACEUTICAL PRODUCTS,95.9,BRAZIL,2010
52,COTTON.,145.79,BRAZIL,2010
73,ARTICLES OF IRON OR STEEL,58.3,BRAZIL,2010
17,SUGARS AND SUGAR CONFECTIONERY.,0,BRUNEI,2010
30,PHARMACEUTICAL PRODUCTS,0.02,BRUNEI,2010
52,COTTON.,0.06,BRUNEI,2010
73,ARTICLES OF IRON OR STEEL,0.26,BRUNEI,2010
30,PHARMACEUTICAL PRODUCTS,3.38,BULGARIA,2010
52,COTTON.,4.57,BULGARIA,2010
73,ARTICLES OF IRON OR STEEL,0.47,BULGARIA,2010
17,SUGARS AND SUGAR CONFECTIONERY.,2.29,BURKINA FASO,2010
26,"ORES, SLAG AND ASH.",0.01,BURKINA FASO,2010
30,PHARMACEUTICAL PRODUCTS,16.73,BURKINA FASO,2010
52,COTTON.,0.76,BURKINA FASO,2010
73,ARTICLES OF IRON OR STEEL,3.02,BURKINA FASO,2010
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,BURUNDI,2010
30,PHARMACEUTICAL PRODUCTS,8.66,BURUNDI,2010
52,COTTON.,0.23,BURUNDI,2010
73,ARTICLES OF IRON OR STEEL,0.09,BURUNDI,2010
30,PHARMACEUTICAL PRODUCTS,1.69,C AFRI REP,2010
73,ARTICLES OF IRON OR STEEL,0.09,C AFRI REP,2010
17,SUGARS AND SUGAR CONFECTIONERY.,0.09,CAMBODIA,2010
30,PHARMACEUTICAL PRODUCTS,18.01,CAMBODIA,2010
52,COTTON.,9,CAMBODIA,2010
73,ARTICLES OF IRON OR STEEL,0.29,CAMBODIA,2010
17,SUGARS AND SUGAR CONFECTIONERY.,2.1,CAMEROON,2010
26,"ORES, SLAG AND ASH.",0.01,CAMEROON,2010
30,PHARMACEUTICAL PRODUCTS,27.74,CAMEROON,2010
52,COTTON.,2.77,CAMEROON,2010
73,ARTICLES OF IRON OR STEEL,4.07,CAMEROON,2010
17,SUGARS AND SUGAR CONFECTIONERY.,9.04,CANADA,2010
30,PHARMACEUTICAL PRODUCTS,50.28,CANADA,2010
52,COTTON.,9.3,CANADA,2010
73,ARTICLES OF IRON OR STEEL,93.77,CANADA,2010
30,PHARMACEUTICAL PRODUCTS,0.22,CAPE VERDE IS,2010
30,PHARMACEUTICAL PRODUCTS,0.16,CAYMAN IS,2010
73,ARTICLES OF IRON OR STEEL,0,CAYMAN IS,2010
17,SUGARS AND SUGAR CONFECTIONERY.,0.06,CHAD,2010
30,PHARMACEUTICAL PRODUCTS,6.75,CHAD,2010
52,COTTON.,0.14,CHAD,2010
73,ARTICLES OF IRON OR STEEL,0.09,CHAD,2010
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,CHILE,2010
26,"ORES, SLAG AND ASH.",0.03,CHILE,2010
30,PHARMACEUTICAL PRODUCTS,21.68,CHILE,2010
52,COTTON.,7.86,CHILE,2010
73,ARTICLES OF IRON OR STEEL,17.75,CHILE,2010
17,SUGARS AND SUGAR CONFECTIONERY.,4.2,CHINA P RP,2010
26,"ORES, SLAG AND ASH.",4767.11,CHINA P RP,2010
30,PHARMACEUTICAL PRODUCTS,29.73,CHINA P RP,2010
52,COTTON.,1891.46,CHINA P RP,2010
73,ARTICLES OF IRON OR STEEL,49.21,CHINA P RP,2010
17,SUGARS AND SUGAR CONFECTIONERY.,0.09,COLOMBIA,2010
30,PHARMACEUTICAL PRODUCTS,27.86,COLOMBIA,2010
52,COTTON.,77.27,COLOMBIA,2010
73,ARTICLES OF IRON OR STEEL,6.49,COLOMBIA,2010
30,PHARMACEUTICAL PRODUCTS,0.18,COMOROS,2010
52,COTTON.,1.23,COMOROS,2010
73,ARTICLES OF IRON OR STEEL,0.09,COMOROS,2010
30,PHARMACEUTICAL PRODUCTS,1.51,CONGO D. REP.,2010
52,COTTON.,0.24,CONGO D. REP.,2010
73,ARTICLES OF IRON OR STEEL,0.01,CONGO D. REP.,2010
17,SUGARS AND SUGAR CONFECTIONERY.,0.85,CONGO P REP,2010
30,PHARMACEUTICAL PRODUCTS,59.51,CONGO P REP,2010
52,COTTON.,15.63,CONGO P REP,2010
73,ARTICLES OF IRON OR STEEL,6,CONGO P REP,2010
30,PHARMACEUTICAL PRODUCTS,10.93,COSTA RICA,2010
52,COTTON.,0.22,COSTA RICA,2010
73,ARTICLES OF IRON OR STEEL,0.31,COSTA RICA,2010
17,SUGARS AND SUGAR CONFECTIONERY.,0.29,COTE D' IVOIRE,2010
26,"ORES, SLAG AND ASH.",0,COTE D' IVOIRE,2010
30,PHARMACEUTICAL PRODUCTS,4.22,COTE D' IVOIRE,2010
52,COTTON.,5.72,COTE D' IVOIRE,2010
73,ARTICLES OF IRON OR STEEL,4.33,COTE D' IVOIRE,2010
